,FileName,CMin,CMax,RMin,RMax,ClassName
559,malaria/images/fb05b297-180a-4171-b633-09d5616d7534.png,1316,1465,1005,1127,trophozoite
560,malaria/images/fb05b297-180a-4171-b633-09d5616d7534.png,321,424,854,993,trophozoite
561,malaria/images/fb05b297-180a-4171-b633-09d5616d7534.png,738,871,1029,1146,trophozoite
562,malaria/images/fb05b297-180a-4171-b633-09d5616d7534.png,1343,1463,834,986,trophozoite
563,malaria/images/fb05b297-180a-4171-b633-09d5616d7534.png,1147,1260,321,438,trophozoite
564,malaria/images/fb05b297-180a-4171-b633-09d5616d7534.png,1410,1521,511,631,trophozoite
565,malaria/images/0ceb4539-5c4c-487d-9826-452a88b5d537.png,1128,1250,612,725,ring
566,malaria/images/fc8df086-39e0-43f8-b0c7-2d23a349539b.png,940,1090,368,525,trophozoite
567,malaria/images/5077f87d-a19f-494c-b911-14ccb03bd230.png,207,329,75,202,schizont
568,malaria/images/5077f87d-a19f-494c-b911-14ccb03bd230.png,1245,1364,960,1106,schizont
569,malaria/images/b701b5c5-b922-4315-b12a-aac4ec65ee8b.png,299,409,45,190,trophozoite
570,malaria/images/b701b5c5-b922-4315-b12a-aac4ec65ee8b.png,1050,1213,383,518,trophozoite
571,malaria/images/b701b5c5-b922-4315-b12a-aac4ec65ee8b.png,897,1055,566,692,trophozoite
572,malaria/images/7625dfc4-858a-4c8e-907c-8943d665e9a7.png,385,530,25,154,ring
573,malaria/images/7625dfc4-858a-4c8e-907c-8943d665e9a7.png,715,894,672,809,trophozoite
574,malaria/images/7625dfc4-858a-4c8e-907c-8943d665e9a7.png,1215,1313,167,319,difficult
575,malaria/images/66183740-e1e5-43c9-8539-a87028bb3621.png,192,270,254,334,trophozoite
576,malaria/images/66183740-e1e5-43c9-8539-a87028bb3621.png,781,958,53,237,trophozoite
577,malaria/images/81af1442-d835-46bf-b80b-a898dba3da1b.png,941,1101,172,311,difficult
578,malaria/images/f68ae8e9-e760-4106-88e0-4bdef2785f06.png,330,470,261,401,trophozoite
579,malaria/images/f68ae8e9-e760-4106-88e0-4bdef2785f06.png,104,252,573,680,trophozoite
580,malaria/images/f68ae8e9-e760-4106-88e0-4bdef2785f06.png,222,331,417,562,trophozoite
581,malaria/images/f68ae8e9-e760-4106-88e0-4bdef2785f06.png,560,687,214,366,trophozoite
582,malaria/images/f68ae8e9-e760-4106-88e0-4bdef2785f06.png,1377,1482,383,509,trophozoite
583,malaria/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,119,227,799,913,leukocyte
584,malaria/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,898,1015,367,501,trophozoite
585,malaria/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,1098,1218,278,381,gametocyte
586,malaria/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,445,612,990,1140,trophozoite
587,malaria/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,494,631,94,308,trophozoite
588,malaria/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,1444,1568,177,293,trophozoite
589,malaria/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,1162,1286,387,533,trophozoite
590,malaria/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,507,652,438,590,trophozoite
591,malaria/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,945,1080,255,366,trophozoite
592,malaria/images/30ad83f1-a9b3-4a07-aea6-6c06b71e9ace.png,1180,1324,969,1102,difficult
593,malaria/images/d57b3894-c912-47e8-b00a-e1a2a7aba644.png,544,648,99,216,difficult
594,malaria/images/d57b3894-c912-47e8-b00a-e1a2a7aba644.png,663,794,927,1083,difficult
595,malaria/images/d57b3894-c912-47e8-b00a-e1a2a7aba644.png,347,464,729,858,difficult
596,malaria/images/d57b3894-c912-47e8-b00a-e1a2a7aba644.png,323,439,926,1110,schizont
597,malaria/images/d57b3894-c912-47e8-b00a-e1a2a7aba644.png,1206,1323,650,824,trophozoite
598,malaria/images/393df10a-5d64-476b-88f5-14ac56d6ed60.png,716,817,409,532,ring
599,malaria/images/c5acd0ad-b0f2-478d-b0ad-5aa733aa7b32.png,509,680,609,737,difficult
600,malaria/images/6b8048ed-ebd7-4789-ba87-c1ba94801481.png,1042,1155,262,350,difficult
601,malaria/images/6b8048ed-ebd7-4789-ba87-c1ba94801481.png,944,1046,325,422,difficult
602,malaria/images/ac4d6507-d710-497b-ad7c-e0dd75c1d06d.png,816,994,576,705,trophozoite
603,malaria/images/ac4d6507-d710-497b-ad7c-e0dd75c1d06d.png,475,614,694,864,trophozoite
604,malaria/images/ca677c3c-083f-4d54-9dec-39f79f6a17d8.png,333,465,816,934,leukocyte
605,malaria/images/ca677c3c-083f-4d54-9dec-39f79f6a17d8.png,1204,1322,864,997,ring
606,malaria/images/ca677c3c-083f-4d54-9dec-39f79f6a17d8.png,584,714,595,705,leukocyte
607,malaria/images/ca677c3c-083f-4d54-9dec-39f79f6a17d8.png,1113,1237,504,652,ring
608,malaria/images/ca677c3c-083f-4d54-9dec-39f79f6a17d8.png,890,1038,101,210,trophozoite
609,malaria/images/ca677c3c-083f-4d54-9dec-39f79f6a17d8.png,278,404,428,569,trophozoite
610,malaria/images/3d4d7ba7-6c7c-4ddd-b282-31fb5d80edb5.png,1261,1377,840,948,difficult
611,malaria/images/787abd97-dd37-4212-8b43-61696eb3abc0.png,227,373,520,646,difficult
612,malaria/images/49b03a6e-6b26-4a96-a061-e05647a02138.png,1365,1493,931,1083,trophozoite
613,malaria/images/49b03a6e-6b26-4a96-a061-e05647a02138.png,96,306,349,458,trophozoite
614,malaria/images/49b03a6e-6b26-4a96-a061-e05647a02138.png,1348,1485,524,702,ring
615,malaria/images/49b03a6e-6b26-4a96-a061-e05647a02138.png,1187,1307,762,905,trophozoite
616,malaria/images/49b03a6e-6b26-4a96-a061-e05647a02138.png,638,791,894,1018,trophozoite
617,malaria/images/78c35732-7e31-4153-842e-55ab1cd656f6.png,1368,1482,381,494,ring
618,malaria/images/78c35732-7e31-4153-842e-55ab1cd656f6.png,861,970,1021,1129,ring
619,malaria/images/f97c7c87-5e27-45ea-9f93-3285d74091de.png,673,797,536,662,ring
620,malaria/images/f97c7c87-5e27-45ea-9f93-3285d74091de.png,295,415,485,598,trophozoite
621,malaria/images/99d6a7e5-128e-4455-841d-8fbd1663905e.png,1185,1339,472,601,trophozoite
622,malaria/images/dd60b6a7-c545-45b9-8250-d1633aa1ac75.png,276,446,369,504,leukocyte
623,malaria/images/406e05f0-4444-414c-bb40-f4cb08e75ac9.png,942,1081,475,637,gametocyte
624,malaria/images/4ab47131-c2ac-461f-b95c-ac19ce24edbd.png,440,579,383,515,leukocyte
625,malaria/images/4ab47131-c2ac-461f-b95c-ac19ce24edbd.png,425,554,990,1130,trophozoite
626,malaria/images/4ab47131-c2ac-461f-b95c-ac19ce24edbd.png,1264,1409,808,941,trophozoite
627,malaria/images/4ab47131-c2ac-461f-b95c-ac19ce24edbd.png,109,225,338,468,trophozoite
628,malaria/images/4ab47131-c2ac-461f-b95c-ac19ce24edbd.png,723,851,548,732,trophozoite
629,malaria/images/95d5e689-c1d1-4ae8-a659-cc20c62a99f0.png,297,449,885,1020,schizont
630,malaria/images/be779f52-0bfa-4c01-a16f-b7f0bc92ed7c.png,1058,1178,340,534,trophozoite
631,malaria/images/b687c30d-cf15-445c-b3f6-5aca86584708.png,1303,1452,703,843,difficult
632,malaria/images/b687c30d-cf15-445c-b3f6-5aca86584708.png,191,315,901,1017,difficult
633,malaria/images/be5bb7d0-7c3f-4bb9-8bb4-f8bc8d875943.png,879,1007,988,1129,trophozoite
634,malaria/images/be5bb7d0-7c3f-4bb9-8bb4-f8bc8d875943.png,51,180,966,1103,trophozoite
635,malaria/images/be5bb7d0-7c3f-4bb9-8bb4-f8bc8d875943.png,286,458,934,1061,trophozoite
636,malaria/images/be5bb7d0-7c3f-4bb9-8bb4-f8bc8d875943.png,1269,1387,102,299,trophozoite
637,malaria/images/be5bb7d0-7c3f-4bb9-8bb4-f8bc8d875943.png,891,997,306,535,trophozoite
638,malaria/images/be5bb7d0-7c3f-4bb9-8bb4-f8bc8d875943.png,208,376,682,811,trophozoite
639,malaria/images/be5bb7d0-7c3f-4bb9-8bb4-f8bc8d875943.png,317,433,718,873,trophozoite
640,malaria/images/be5bb7d0-7c3f-4bb9-8bb4-f8bc8d875943.png,1439,1595,895,1042,ring
641,malaria/images/be5bb7d0-7c3f-4bb9-8bb4-f8bc8d875943.png,943,1065,786,972,trophozoite
642,malaria/images/c94a5851-b846-4fde-8c89-05bec3a8ac53.png,364,495,281,401,leukocyte
643,malaria/images/c94a5851-b846-4fde-8c89-05bec3a8ac53.png,1038,1196,548,682,trophozoite
644,malaria/images/c94a5851-b846-4fde-8c89-05bec3a8ac53.png,1042,1174,678,824,ring
645,malaria/images/3dcd4f1b-ce43-4a34-b1ed-076bb42963b1.png,994,1135,894,1021,trophozoite
646,malaria/images/3dcd4f1b-ce43-4a34-b1ed-076bb42963b1.png,118,255,278,418,trophozoite
647,malaria/images/3dcd4f1b-ce43-4a34-b1ed-076bb42963b1.png,596,728,491,613,trophozoite
648,malaria/images/3dcd4f1b-ce43-4a34-b1ed-076bb42963b1.png,541,671,103,243,trophozoite
649,malaria/images/3dcd4f1b-ce43-4a34-b1ed-076bb42963b1.png,1425,1529,826,1069,trophozoite
650,malaria/images/3dcd4f1b-ce43-4a34-b1ed-076bb42963b1.png,381,477,978,1069,leukocyte
651,malaria/images/3dcd4f1b-ce43-4a34-b1ed-076bb42963b1.png,351,468,894,977,leukocyte
652,malaria/images/3dcd4f1b-ce43-4a34-b1ed-076bb42963b1.png,1110,1221,103,250,trophozoite
653,malaria/images/3dcd4f1b-ce43-4a34-b1ed-076bb42963b1.png,761,963,235,340,trophozoite
654,malaria/images/3dcd4f1b-ce43-4a34-b1ed-076bb42963b1.png,8,143,130,252,trophozoite
655,malaria/images/157ac97a-396e-4f6c-94c6-72a4d06ccc5f.png,840,1002,510,662,schizont
656,malaria/images/a7688988-2bcc-4458-83d3-5e482da5f87b.png,1147,1259,255,391,ring
657,malaria/images/a7688988-2bcc-4458-83d3-5e482da5f87b.png,1261,1380,939,1083,ring
658,malaria/images/a7688988-2bcc-4458-83d3-5e482da5f87b.png,126,247,87,207,difficult
659,malaria/images/8757be1e-b832-407a-8e95-62abae485b24.png,469,579,252,352,leukocyte
660,malaria/images/8757be1e-b832-407a-8e95-62abae485b24.png,1243,1353,348,457,leukocyte
661,malaria/images/8757be1e-b832-407a-8e95-62abae485b24.png,861,998,587,713,ring
662,malaria/images/8757be1e-b832-407a-8e95-62abae485b24.png,1412,1557,329,469,ring
663,malaria/images/8757be1e-b832-407a-8e95-62abae485b24.png,20,195,501,698,ring
664,malaria/images/6fb707b1-5c07-479f-8385-5404bf5747b0.png,506,616,231,412,gametocyte
665,malaria/images/177f883a-f0f1-4b8e-b598-2ca4bab27381.png,1388,1560,223,350,schizont
666,malaria/images/177f883a-f0f1-4b8e-b598-2ca4bab27381.png,452,600,190,321,difficult
667,malaria/images/79d7a014-21ff-40f1-9ac4-a69839390654.png,1212,1356,486,625,trophozoite
668,malaria/images/6b2ff7ca-c5b3-415c-9481-7b14efc6d7ef.png,714,842,221,420,schizont
669,malaria/images/eeb06e39-482b-443d-8cf6-b9b5c763df78.png,674,821,268,400,gametocyte
670,malaria/images/5107dcb7-164f-4e10-bbff-822b39b76efc.png,623,750,921,1046,difficult
671,malaria/images/505355c9-23bf-4f90-8ebc-6a7ef50964d0.png,1075,1193,608,726,ring
672,malaria/images/505355c9-23bf-4f90-8ebc-6a7ef50964d0.png,700,817,572,695,schizont
673,malaria/images/1d4cdf2e-79a0-41e9-aabe-e437a190dfc4.png,439,567,4,136,ring
674,malaria/images/1d4cdf2e-79a0-41e9-aabe-e437a190dfc4.png,153,281,1049,1176,ring
675,malaria/images/194aec70-41a5-4ac3-b22f-0b6eda91f730.png,934,1064,846,1002,difficult
676,malaria/images/194aec70-41a5-4ac3-b22f-0b6eda91f730.png,1254,1387,148,280,trophozoite
677,malaria/images/194aec70-41a5-4ac3-b22f-0b6eda91f730.png,436,549,337,486,difficult
678,malaria/images/bb3ae957-0f6d-4615-bfe5-24fbca50b459.png,156,268,822,1011,difficult
679,malaria/images/4d8a4ce8-0f9c-4f21-8844-4cf0e5514bbf.png,254,361,658,756,ring
680,malaria/images/b78ba2c8-ecb3-45b2-9cda-2c8088fa95d1.png,1426,1556,220,357,schizont
681,malaria/images/b78ba2c8-ecb3-45b2-9cda-2c8088fa95d1.png,418,551,174,300,schizont
682,malaria/images/b78ba2c8-ecb3-45b2-9cda-2c8088fa95d1.png,39,159,232,380,gametocyte
683,malaria/images/109fbb82-bc3c-41ac-984d-e2da86202873.png,60,230,328,486,schizont
684,malaria/images/109fbb82-bc3c-41ac-984d-e2da86202873.png,456,578,699,859,difficult
685,malaria/images/c03d9b87-e19b-402b-ad86-b30d6e8aeb59.png,319,426,580,687,trophozoite
686,malaria/images/c03d9b87-e19b-402b-ad86-b30d6e8aeb59.png,1052,1185,1005,1114,trophozoite
687,malaria/images/c03d9b87-e19b-402b-ad86-b30d6e8aeb59.png,1087,1247,282,438,trophozoite
688,malaria/images/c03d9b87-e19b-402b-ad86-b30d6e8aeb59.png,381,515,584,712,ring
689,malaria/images/c03d9b87-e19b-402b-ad86-b30d6e8aeb59.png,118,248,800,937,trophozoite
690,malaria/images/30948737-0d0d-4b68-b9ab-50577e0fe026.png,326,477,507,697,schizont
691,malaria/images/78a5d1c3-44dd-44bc-ad5b-5e25bdcc4fae.png,1347,1499,230,323,trophozoite
692,malaria/images/78a5d1c3-44dd-44bc-ad5b-5e25bdcc4fae.png,570,712,1010,1129,trophozoite
693,malaria/images/78a5d1c3-44dd-44bc-ad5b-5e25bdcc4fae.png,1219,1380,295,411,trophozoite
694,malaria/images/78a5d1c3-44dd-44bc-ad5b-5e25bdcc4fae.png,1343,1549,916,1003,trophozoite
695,malaria/images/78a5d1c3-44dd-44bc-ad5b-5e25bdcc4fae.png,137,238,704,809,trophozoite
696,malaria/images/78a5d1c3-44dd-44bc-ad5b-5e25bdcc4fae.png,41,199,618,742,ring
697,malaria/images/65054b19-5c6a-4870-99a9-eef994721d3a.png,1316,1455,869,1017,schizont
698,malaria/images/65054b19-5c6a-4870-99a9-eef994721d3a.png,1022,1163,341,466,schizont
699,malaria/images/93f7e207-0d8e-47f8-8258-09a0e03dbdd6.png,775,932,372,525,trophozoite
700,malaria/images/93f7e207-0d8e-47f8-8258-09a0e03dbdd6.png,353,458,650,781,schizont
701,malaria/images/ed0bee2f-05e0-4392-8357-19750cec577c.png,288,406,811,914,ring
702,malaria/images/9e74feb8-017d-4d53-8896-9ebda4327dd1.png,887,1009,577,698,ring
703,malaria/images/9e74feb8-017d-4d53-8896-9ebda4327dd1.png,587,703,51,168,ring
704,malaria/images/9e74feb8-017d-4d53-8896-9ebda4327dd1.png,1328,1446,825,956,ring
705,malaria/images/90171428-f208-428a-b40e-f57ee3bea457.png,814,940,1019,1155,trophozoite
706,malaria/images/90171428-f208-428a-b40e-f57ee3bea457.png,980,1121,295,411,trophozoite
707,malaria/images/90171428-f208-428a-b40e-f57ee3bea457.png,1159,1350,552,699,trophozoite
708,malaria/images/90171428-f208-428a-b40e-f57ee3bea457.png,124,278,635,815,trophozoite
709,malaria/images/587e5464-d70b-4279-8562-010279f6efbd.png,1406,1517,423,554,ring
710,malaria/images/587e5464-d70b-4279-8562-010279f6efbd.png,1273,1390,365,490,ring
711,malaria/images/587e5464-d70b-4279-8562-010279f6efbd.png,1019,1142,837,961,ring
712,malaria/images/c52f8cc8-afd7-441c-9f1f-18b6e16d79cf.png,221,388,298,440,difficult
713,malaria/images/fbb1b44c-d75a-4550-a6c0-0eb62b96bfce.png,997,1131,511,657,difficult
714,malaria/images/fbb1b44c-d75a-4550-a6c0-0eb62b96bfce.png,1332,1467,294,481,schizont
715,malaria/images/5f742392-278d-461c-a848-08def2c28878.png,177,299,893,1015,trophozoite
716,malaria/images/5f742392-278d-461c-a848-08def2c28878.png,1194,1314,199,342,trophozoite
717,malaria/images/5f742392-278d-461c-a848-08def2c28878.png,374,483,113,274,trophozoite
718,malaria/images/5f742392-278d-461c-a848-08def2c28878.png,560,737,519,659,trophozoite
719,malaria/images/770b8ca4-8377-479b-9ad5-5455ec3b44f8.png,1235,1390,199,326,trophozoite
720,malaria/images/770b8ca4-8377-479b-9ad5-5455ec3b44f8.png,403,553,356,521,difficult
721,malaria/images/c118ff18-f9f2-4617-bddb-dc4091fb8f5f.png,830,954,488,668,schizont
722,malaria/images/1f8edb2a-40bc-4beb-aa6b-884d2473df0f.png,272,419,920,1078,leukocyte
723,malaria/images/14b68d86-ac7f-419d-b4a5-6b0b1d9aaa18.png,199,330,816,976,trophozoite
724,malaria/images/14b68d86-ac7f-419d-b4a5-6b0b1d9aaa18.png,1337,1485,198,332,trophozoite
725,malaria/images/14b68d86-ac7f-419d-b4a5-6b0b1d9aaa18.png,968,1140,36,193,trophozoite
726,malaria/images/14b68d86-ac7f-419d-b4a5-6b0b1d9aaa18.png,1140,1243,255,417,trophozoite
727,malaria/images/14b68d86-ac7f-419d-b4a5-6b0b1d9aaa18.png,1192,1390,406,526,trophozoite
728,malaria/images/14b68d86-ac7f-419d-b4a5-6b0b1d9aaa18.png,404,533,347,473,ring
729,malaria/images/461a3ed6-039f-4a70-97cf-c474ecf51ccd.png,1366,1527,633,772,schizont
730,malaria/images/461a3ed6-039f-4a70-97cf-c474ecf51ccd.png,627,754,901,1046,difficult
731,malaria/images/461a3ed6-039f-4a70-97cf-c474ecf51ccd.png,80,220,635,780,difficult
732,malaria/images/4811fdf2-d7e8-475e-a840-45dda5282bf3.png,409,558,374,518,schizont
733,malaria/images/e683144c-0465-43a2-86b1-3cf52599d5e0.png,1437,1522,804,907,leukocyte
734,malaria/images/e683144c-0465-43a2-86b1-3cf52599d5e0.png,86,199,785,921,trophozoite
735,malaria/images/e683144c-0465-43a2-86b1-3cf52599d5e0.png,109,227,39,190,trophozoite
736,malaria/images/e683144c-0465-43a2-86b1-3cf52599d5e0.png,214,376,310,411,trophozoite
737,malaria/images/e683144c-0465-43a2-86b1-3cf52599d5e0.png,856,1010,800,952,trophozoite
738,malaria/images/612bdd3c-da43-4321-a76b-c73c614928d1.png,537,666,496,639,difficult
739,malaria/images/71925778-a26e-483e-a07c-f3aaf740122a.png,1231,1358,315,397,trophozoite
740,malaria/images/71925778-a26e-483e-a07c-f3aaf740122a.png,1457,1580,707,931,trophozoite
741,malaria/images/71925778-a26e-483e-a07c-f3aaf740122a.png,863,1020,811,984,trophozoite
742,malaria/images/27388ff2-4000-4c9a-a2e3-addc448a5f92.png,1228,1367,636,765,difficult
743,malaria/images/27388ff2-4000-4c9a-a2e3-addc448a5f92.png,309,471,227,371,schizont
744,malaria/images/04de27ff-0d36-4da3-a829-e93851d76981.png,529,663,189,331,gametocyte
745,malaria/images/7ba9db7e-9d3f-413c-b672-2bba5fb5b415.png,876,1001,803,976,schizont
746,malaria/images/7ba9db7e-9d3f-413c-b672-2bba5fb5b415.png,74,207,407,583,trophozoite
747,malaria/images/52767904-4cdc-4821-ba68-8cd0c28f9023.png,872,1017,233,388,trophozoite
748,malaria/images/580210c2-a8ed-4720-b71c-a77945968abc.png,1346,1473,536,660,ring
749,malaria/images/ef1419e0-3a3a-458a-b3b2-7efddac50404.png,424,555,939,1110,trophozoite
750,malaria/images/d532e31c-10ce-4313-9a36-bd5e01230254.png,322,438,738,875,ring
751,malaria/images/d532e31c-10ce-4313-9a36-bd5e01230254.png,1115,1252,851,985,ring
752,malaria/images/2c4d72f1-71a6-4bf1-b5d9-8023c7bbec74.png,228,377,739,913,trophozoite
753,malaria/images/cdb086a8-2bf8-4436-b1ef-96cdd801f247.png,294,427,869,994,gametocyte
754,malaria/images/b2f05937-b965-4c4b-b86e-f50e95d9d691.png,553,690,701,836,difficult
755,malaria/images/b2f05937-b965-4c4b-b86e-f50e95d9d691.png,830,986,901,1051,gametocyte
756,malaria/images/4935818a-7e7a-4f44-a3b6-b361d1abfe16.png,717,835,933,1059,trophozoite
757,malaria/images/4935818a-7e7a-4f44-a3b6-b361d1abfe16.png,434,561,100,286,difficult
758,malaria/images/5893e081-04f2-4e33-9851-bed5f0e4d333.png,544,682,253,394,gametocyte
759,malaria/images/16ec6e1f-5020-40b3-ba26-51c340d03ee7.png,177,320,219,363,trophozoite
760,malaria/images/c1423156-82b3-4dd3-8e74-08eb7ed8e1d6.png,833,951,218,348,schizont
761,malaria/images/c1423156-82b3-4dd3-8e74-08eb7ed8e1d6.png,1108,1238,548,706,difficult
762,malaria/images/1f337b61-1b0d-4539-91f9-73d4a0798a4a.png,1398,1514,385,521,ring
763,malaria/images/1f337b61-1b0d-4539-91f9-73d4a0798a4a.png,92,233,281,412,trophozoite
764,malaria/images/ec301f62-1302-4407-96f9-fcfe45c150ae.png,495,622,813,991,schizont
765,malaria/images/ec301f62-1302-4407-96f9-fcfe45c150ae.png,267,381,92,269,trophozoite
766,malaria/images/f232eec3-02c0-43f9-bf32-3e60245397e2.png,492,669,94,244,schizont
767,malaria/images/f232eec3-02c0-43f9-bf32-3e60245397e2.png,1081,1244,250,390,difficult
768,malaria/images/f232eec3-02c0-43f9-bf32-3e60245397e2.png,883,1046,635,800,difficult
769,malaria/images/bca27923-b270-45df-a0bf-3e1a7d135b2c.png,543,709,421,578,leukocyte
770,malaria/images/bca27923-b270-45df-a0bf-3e1a7d135b2c.png,224,411,424,615,leukocyte
771,malaria/images/9f38055f-4fe6-47fd-a6dd-c0743db4eccf.png,245,357,412,537,trophozoite
772,malaria/images/f5869ba8-6253-426b-93f3-82af59a86144.png,1384,1511,752,874,trophozoite
773,malaria/images/f5869ba8-6253-426b-93f3-82af59a86144.png,199,322,52,202,trophozoite
774,malaria/images/f5869ba8-6253-426b-93f3-82af59a86144.png,727,870,1002,1108,trophozoite
775,malaria/images/715761a2-745e-4743-9849-956a034ad3c4.png,1336,1495,352,494,trophozoite
776,malaria/images/18dbe7c4-89d2-42a6-a969-1e951ab313b1.png,1223,1336,845,969,ring
777,malaria/images/18dbe7c4-89d2-42a6-a969-1e951ab313b1.png,364,476,592,711,ring
778,malaria/images/18dbe7c4-89d2-42a6-a969-1e951ab313b1.png,97,218,271,388,ring
779,malaria/images/e3c1442a-717f-41dd-bf97-81e1233ac9fa.png,614,712,988,1084,ring
780,malaria/images/e3c1442a-717f-41dd-bf97-81e1233ac9fa.png,309,437,834,984,trophozoite
781,malaria/images/e3c1442a-717f-41dd-bf97-81e1233ac9fa.png,430,608,614,764,trophozoite
782,malaria/images/e3c1442a-717f-41dd-bf97-81e1233ac9fa.png,717,823,500,644,trophozoite
783,malaria/images/e3c1442a-717f-41dd-bf97-81e1233ac9fa.png,1431,1574,265,458,trophozoite
784,malaria/images/e3c1442a-717f-41dd-bf97-81e1233ac9fa.png,1191,1271,522,646,trophozoite
785,malaria/images/db3f4098-02e4-45a3-a7af-5dda37ac1526.png,235,420,554,665,difficult
786,malaria/images/948c94ad-395c-41f4-9a68-8a1dcb76888c.png,510,630,1044,1173,ring
787,malaria/images/948c94ad-395c-41f4-9a68-8a1dcb76888c.png,1118,1242,854,974,ring
788,malaria/images/948c94ad-395c-41f4-9a68-8a1dcb76888c.png,253,358,104,220,ring
789,malaria/images/46f5bd4f-8bea-48d1-a1da-4dea28e3b814.png,1221,1370,808,969,difficult
790,malaria/images/46f5bd4f-8bea-48d1-a1da-4dea28e3b814.png,842,963,266,443,difficult
791,malaria/images/46f5bd4f-8bea-48d1-a1da-4dea28e3b814.png,61,169,899,1026,gametocyte
792,malaria/images/c4d34e35-4db2-41de-ba77-1a94aa9ef788.png,723,840,243,379,trophozoite
793,malaria/images/c4d34e35-4db2-41de-ba77-1a94aa9ef788.png,382,512,694,826,difficult
794,malaria/images/f1f9df6d-c4cb-4b42-9ca2-8fb47b1b0e91.png,1407,1534,604,791,schizont
795,malaria/images/cd2774a0-dab2-4d68-aae9-7568b9f3d2a6.png,1276,1480,113,227,trophozoite
796,malaria/images/cd2774a0-dab2-4d68-aae9-7568b9f3d2a6.png,916,1067,539,644,trophozoite
797,malaria/images/cd2774a0-dab2-4d68-aae9-7568b9f3d2a6.png,220,378,601,791,trophozoite
798,malaria/images/cd2774a0-dab2-4d68-aae9-7568b9f3d2a6.png,766,873,1047,1193,trophozoite
799,malaria/images/c244166d-12ca-445f-9ed9-a13d9caa412f.png,898,1046,486,629,trophozoite
800,malaria/images/036404d1-b9fc-497b-bbe1-f4d9c5ac3ce0.png,1363,1476,496,622,ring
801,malaria/images/036404d1-b9fc-497b-bbe1-f4d9c5ac3ce0.png,1159,1272,871,990,ring
802,malaria/images/036404d1-b9fc-497b-bbe1-f4d9c5ac3ce0.png,141,258,88,214,ring
803,malaria/images/34e024a5-5698-42d4-972f-fee234b4bd64.png,551,653,802,906,leukocyte
804,malaria/images/34e024a5-5698-42d4-972f-fee234b4bd64.png,1156,1279,988,1130,trophozoite
805,malaria/images/34e024a5-5698-42d4-972f-fee234b4bd64.png,1,109,669,795,ring
806,malaria/images/34e024a5-5698-42d4-972f-fee234b4bd64.png,1271,1421,213,383,trophozoite
807,malaria/images/34e024a5-5698-42d4-972f-fee234b4bd64.png,1378,1516,417,614,trophozoite
808,malaria/images/34e024a5-5698-42d4-972f-fee234b4bd64.png,995,1122,229,408,trophozoite
809,malaria/images/34e024a5-5698-42d4-972f-fee234b4bd64.png,689,802,1,86,trophozoite
810,malaria/images/34e024a5-5698-42d4-972f-fee234b4bd64.png,478,621,963,1149,trophozoite
811,malaria/images/34e024a5-5698-42d4-972f-fee234b4bd64.png,256,349,773,925,trophozoite
812,malaria/images/a6d85204-24b8-4b23-a8b1-c3e8b93f9f22.png,1123,1236,805,907,difficult
813,malaria/images/c3042130-a6e2-458f-9fde-bb012f68f5f2.png,609,738,323,505,schizont
814,malaria/images/c3042130-a6e2-458f-9fde-bb012f68f5f2.png,139,262,561,725,schizont
815,malaria/images/dc4270fb-e5c2-414f-96e9-6769ba1d77e4.png,112,234,307,444,gametocyte
816,malaria/images/dbdfad64-110c-421f-a1c7-f68fd9e82d67.png,1084,1195,1002,1124,trophozoite
817,malaria/images/861c3e06-aada-47a0-99ae-94fbc2772cc0.png,1334,1462,280,376,ring
818,malaria/images/151f3af5-5e6e-4bcd-9389-4974fc68813e.png,100,259,937,1059,trophozoite
819,malaria/images/151f3af5-5e6e-4bcd-9389-4974fc68813e.png,770,877,685,858,trophozoite
820,malaria/images/151f3af5-5e6e-4bcd-9389-4974fc68813e.png,1487,1587,1065,1200,trophozoite
821,malaria/images/151f3af5-5e6e-4bcd-9389-4974fc68813e.png,903,1033,355,473,trophozoite
822,malaria/images/151f3af5-5e6e-4bcd-9389-4974fc68813e.png,280,447,238,338,trophozoite
823,malaria/images/686ed568-d5f8-475e-81ad-edab9dd473a0.png,333,457,336,461,difficult
824,malaria/images/b12ae3b1-613c-4c0e-9163-3c5cc314abf5.png,1217,1371,488,680,schizont
825,malaria/images/4c13e22e-dfd1-4fa1-b373-be9d0c272c0f.png,444,611,516,639,trophozoite
826,malaria/images/4c13e22e-dfd1-4fa1-b373-be9d0c272c0f.png,571,718,140,290,trophozoite
827,malaria/images/cfab01d3-0616-4efb-9290-11f0fd8bf5a3.png,388,530,354,484,difficult
828,malaria/images/3850f2a5-ab62-49d3-8135-68d60baa676b.png,342,487,554,710,difficult
829,malaria/images/3850f2a5-ab62-49d3-8135-68d60baa676b.png,1079,1242,663,813,leukocyte
830,malaria/images/30167dc1-f739-4036-b5c4-5fad435c2c67.png,20,134,85,213,ring
